Accident_ID,Accident_Severity,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Time,Age_of_Vehicle,Number_of_Vehicles,Number_of_Casualties,Vehicle_Type,Vehicle_Manoeuvre,Sex_of_Driver,Age_Band_of_Driver,Driver_Home_Area_Type,Junction_Control,Carriageway_Hazards,Skidding_and_Overturning,Hit_Object_in_Carriageway,latitude,longitude
ACC00134,1,15.319894665222,Daylight,Fine,Dry,Urban,Afternoon,1,2,1,Van,Turning right,Male,26-35,Urban area,Give way,Pedestrian in carriageway,,Central island,51.0772588465805,-0.104591970115996
ACC00135,1,44.9319916381853,Daylight,Fine,Dry,Urban,Night,7,1,1,Van,Going ahead,Female,36-45,Urban area,Auto traffic signal,,Overturned,Other object,52.1518594151319,0.299027546958743
ACC00136,3,37.6101529536562,Darkness,Rain,Icy,Rural,Night,20,5,2,Truck,Turning right,Female,36-45,Rural area,Not at junction,Previous accident,Skidded,Kerb,51.8774713994179,-0.020188878938615
ACC00137,2,34.6592872867913,Daylight,Snow,Wet,Rural,Early Morning,1,4,1,Motorcycle,Slowing or stopping,Male,46-55,Urban area,Give way,Previous accident,Overturned,,52.5966356358038,0.366037941301623
ACC00138,2,20.9277985493788,Darkness,Snow,Dry,Urban,Morning,27,2,1,Motorcycle,Turning right,Female,46-55,Urban area,Auto traffic signal,,,,52.1981332988611,0.329286233739601
ACC00139,3,86.4109726680065,Darkness - lights unlit,Fog,Icy,Rural,Afternoon,9,1,2,Motorcycle,Turning right,Female,65+,Rural area,Uncontrolled,Pedestrian in carriageway,Skidded,Other object,51.6495980401183,0.237593984861474
ACC00140,3,75.658857737174,Daylight,Snow,Icy,Rural,Night,16,1,3,Motorcycle,Overtaking,Male,65+,Rural area,Uncontrolled,Previous accident,Overturned,Other object,52.6784010154937,-0.074400960810962
ACC00141,2,33.7479722998751,Daylight,Rain,Wet,Urban,Night,1,3,3,Motorcycle,Slowing or stopping,Male,46-55,Rural area,Auto traffic signal,Parked vehicle,,,51.0564189713825,-0.410155626545801
ACC00142,2,39.2676060877956,Darkness,Mist,Dry,Rural,Night,4,1,1,Bus,Slowing or stopping,Female,36-45,Urban area,Auto traffic signal,Parked vehicle,,,51.5849695988506,-0.0426170596739218
ACC00143,2,70.6823346181201,Daylight,Rain,Wet,Rural,Evening,10,2,1,Motorcycle,Slowing or stopping,Female,46-55,Rural area,Not at junction,,,,51.6829668492225,-0.125453725963236
ACC00144,3,71.0113602641659,Darkness,Snow,Icy,Rural,Early Morning,11,5,3,Motorcycle,Turning right,Male,65+,Rural area,Uncontrolled,Previous accident,Overturned,Central island,52.6199952637247,0.067056425176986
ACC00145,2,29.3143637235601,Street lights,Snow,Wet,Urban,Night,1,1,2,Motorcycle,Turning right,Female,56-65,Urban area,Not at junction,Previous accident,Skidded,,51.8287968696885,-0.0711404402559753
ACC00146,2,43.7578404574856,Daylight,Snow,Wet,Rural,Night,3,3,4,Truck,Turning right,Male,46-55,Rural area,Auto traffic signal,Parked vehicle,Skidded,Central island,52.1554489747341,0.378561534636834
ACC00147,3,43.1921347172232,Darkness,Snow,Wet,Urban,Night,23,7,1,Motorcycle,Turning right,Male,65+,Rural area,Uncontrolled,Previous accident,Overturned,Other object,52.6482779904184,-0.169295882622609
ACC00148,3,18.6186059235015,Darkness,Fog,Icy,Rural,Early Morning,1,2,6,Motorcycle,Turning right,Female,46-55,Rural area,Uncontrolled,Previous accident,Skidded,Other object,52.6440494466228,-0.284675849328207
ACC00149,1,23.7786682062853,Daylight,Fine,Dry,Urban,Morning,1,3,1,Car,Going ahead,Female,26-35,Urban area,Give way,,,,51.9870001954727,0.282907640775282
ACC00150,2,40.3345803825161,Street lights,Rain,Dry,Rural,Evening,6,1,1,Motorcycle,Slowing or stopping,Female,46-55,Urban area,Auto traffic signal,,Skidded,Central island,51.7457197634921,0.0598547704705518
ACC00151,1,36.9372993273313,Daylight,Fine,Wet,Rural,Morning,2,1,1,Bus,Going ahead,Male,26-35,Urban area,Give way,Pedestrian in carriageway,,,52.5237708914859,0.335677663625252
ACC00152,1,50.106741698034,Daylight,Fine,Wet,Urban,Morning,1,3,1,Truck,Going ahead,Female,36-45,Urban area,Give way,,,,51.3897273718955,-0.146115975066514
ACC00153,3,92.2936096240961,Daylight,Rain,Icy,Rural,Night,16,5,6,Motorcycle,Turning right,Male,56-65,Urban area,Not at junction,Previous accident,Overturned,Kerb,52.5871100922505,-0.211316462047246
ACC00154,2,10.6185968361573,Daylight,Rain,Dry,Rural,Evening,20,2,3,Motorcycle,Slowing or stopping,Male,46-55,Rural area,Uncontrolled,Previous accident,,Central island,51.6776692347949,-0.125290281051582
ACC00155,3,52.2399235474377,Darkness,Rain,Icy,Rural,Night,20,1,4,Truck,Overtaking,Female,46-55,Rural area,Not at junction,Previous accident,Overturned,Kerb,51.9142457106761,-0.364555826811863
ACC00156,3,34.2581433840148,Darkness,Snow,Icy,Urban,Night,30,1,8,Van,Overtaking,Female,65+,Rural area,Give way,Previous accident,Skidded,Other object,51.7477360659622,0.300746567816829
ACC00157,1,38.98684619904,Daylight,Snow,Dry,Urban,Evening,1,2,3,Car,Turning right,Male,26-35,Urban area,Auto traffic signal,Pedestrian in carriageway,,,52.0741232606887,-0.147868683212625
ACC00158,1,64.5762623070675,Daylight,Fine,Dry,Urban,Morning,1,2,1,Car,Going ahead,Male,36-45,Urban area,Auto traffic signal,,,Central island,51.6812972034881,0.2543816126507
ACC00159,3,49.1104909037308,Darkness,Snow,Icy,Rural,Evening,11,1,7,Motorcycle,Turning right,Female,65+,Urban area,Uncontrolled,Previous accident,Overturned,Other object,52.1102913134875,0.145775066680577
ACC00160,2,44.4461239082082,Darkness,Rain,Dry,Urban,Morning,22,2,1,Car,Slowing or stopping,Male,46-55,Rural area,Uncontrolled,,,Central island,51.7452475251396,-0.351089109976966
ACC00161,3,54.6129167667106,Darkness,Snow,Icy,Urban,Early Morning,10,4,3,Car,Overtaking,Female,56-65,Rural area,Not at junction,Previous accident,Skidded,Other object,52.3614097383167,0.0344152397325682
ACC00162,2,52.909709677921,Daylight,Rain,Snow,Rural,Evening,9,4,1,Car,Slowing or stopping,Male,36-45,Rural area,Auto traffic signal,Parked vehicle,,Central island,52.0941774398034,-0.05944486991483
ACC00163,3,25.3229327264481,Darkness,Snow,Icy,Rural,Afternoon,1,4,4,Truck,Turning right,Female,46-55,Rural area,Not at junction,Pedestrian in carriageway,Skidded,Other object,52.1222993662141,-0.0905426667166749
ACC00164,2,80.4527978334635,Darkness,Fine,Dry,Urban,Early Morning,8,2,2,Truck,Turning right,Male,46-55,Rural area,Uncontrolled,,,,52.1753569568655,0.165143691733899
ACC00165,1,-1.80547328555005,Daylight,Fine,Dry,Rural,Morning,1,1,1,Van,Slowing or stopping,Male,26-35,Urban area,Auto traffic signal,,Overturned,Kerb,52.5307106971777,0.115358254981631
ACC00166,3,73.3788634928087,Darkness - lights unlit,Rain,Icy,Urban,Early Morning,22,1,1,Bus,Turning right,Male,46-55,Rural area,Not at junction,Previous accident,Skidded,Kerb,52.617182453685,-0.0944759602236968
ACC00167,3,88.0960910387104,Darkness,Snow,Wet,Rural,Night,5,3,1,Truck,Overtaking,Male,65+,Rural area,Not at junction,Pedestrian in carriageway,Skidded,Other object,51.0489721342339,0.35613928538282
ACC00168,2,16.6395161633652,Darkness,Fine,Wet,Urban,Night,27,3,1,Motorcycle,Slowing or stopping,Male,36-45,Rural area,Auto traffic signal,Parked vehicle,,,51.416179943183,0.169955353985221
ACC00169,3,95.1909454365912,Darkness,Rain,Icy,Rural,Early Morning,19,3,2,Bus,Turning right,Female,65+,Rural area,Not at junction,Pedestrian in carriageway,Overturned,Kerb,51.3629553934965,-0.537059663524153
ACC00170,1,82.0617545733646,Street lights,Fog,Dry,Urban,Evening,1,4,1,Van,Turning right,Male,26-35,Urban area,Not at junction,Parked vehicle,,,51.3080962124816,0.483136713476959
ACC00171,2,53.7796709336312,Street lights,Snow,Snow,Urban,Evening,16,2,1,Motorcycle,Turning right,Male,26-35,Urban area,Uncontrolled,Parked vehicle,,Central island,51.8996231678692,0.0979280804908283
ACC00172,2,50.3362028714379,Daylight,Rain,Dry,Urban,Evening,2,2,1,Truck,Turning right,Female,36-45,Urban area,Auto traffic signal,Parked vehicle,,,52.3940472978512,-0.467242685369136
ACC00173,1,26.3039107005233,Daylight,Fine,Dry,Urban,Evening,1,1,1,Car,Going ahead,Female,65+,Urban area,Not at junction,,,Kerb,51.0570051390508,-0.195265173567707
ACC00174,2,61.4848099676483,Darkness - lights unlit,Fog,Icy,Urban,Early Morning,16,1,1,Motorcycle,Turning right,Male,46-55,Rural area,Auto traffic signal,Parked vehicle,Skidded,,51.9787751419845,-0.353369206570273
ACC00175,1,54.9238128151244,Daylight,Fine,Dry,Urban,Morning,18,1,1,Truck,Going ahead,Male,26-35,Urban area,Auto traffic signal,,,Kerb,51.6671566826185,0.0215241921449177
ACC00176,1,-10.2614438014655,Street lights,Fine,Wet,Urban,Afternoon,11,1,1,Van,Going ahead,Male,36-45,Urban area,Give way,,,,52.1223355404202,-0.546966757253388
ACC00177,2,24.3033620949606,Street lights,Rain,Dry,Urban,Evening,1,2,4,Car,Turning right,Female,36-45,Rural area,Auto traffic signal,,Overturned,Central island,51.2546876862784,-0.0815756886133515
ACC00178,3,48.3057719257059,Darkness,Rain,Wet,Rural,Night,7,2,1,Motorcycle,Overtaking,Female,56-65,Rural area,Uncontrolled,Pedestrian in carriageway,Skidded,Kerb,51.9205084785773,-0.251600251923042
ACC00179,2,25.4113779320035,Street lights,Snow,Wet,Urban,Morning,24,3,4,Truck,Slowing or stopping,Female,36-45,Rural area,Uncontrolled,Previous accident,Skidded,Central island,51.4331470047432,-0.248496030833753
ACC00180,1,25.8057674666254,Daylight,Fine,Dry,Urban,Afternoon,13,2,5,Van,Turning right,Female,26-35,Urban area,Give way,,,,52.4672758239885,0.437977512184359
ACC00181,1,4.11769050557334,Daylight,Fine,Wet,Urban,Afternoon,1,6,3,Motorcycle,Turning right,Female,36-45,Urban area,Give way,,,Central island,52.5061621720015,0.242671254188833
ACC00182,1,50.9974340831853,Daylight,Fine,Dry,Urban,Morning,1,1,1,Car,Turning right,Male,26-35,Rural area,Give way,,,,52.0575473903874,-0.536441382903997
ACC00183,1,18.2537960430362,Daylight,Fine,Dry,Urban,Morning,6,3,3,Bus,Going ahead,Female,56-65,Urban area,Give way,,,Other object,51.9541712358682,0.350794074823601
ACC00184,2,27.1032023409933,Darkness - lights unlit,Rain,Wet,Urban,Evening,9,1,1,Car,Turning right,Male,56-65,Urban area,Give way,,,Central island,52.479559358742,0.0907312426294061
ACC00185,1,33.7499050300208,Street lights,Fine,Icy,Urban,Morning,27,4,1,Van,Turning right,Female,26-35,Urban area,Uncontrolled,Previous accident,,,51.3026611436786,-0.511338334867163
ACC00186,3,59.0248776016203,Darkness - lights unlit,Fog,Icy,Urban,Night,6,1,1,Bus,Turning right,Female,56-65,Urban area,Not at junction,Pedestrian in carriageway,Skidded,Other object,52.4248935427535,0.271705991800597
ACC00187,2,38.3394512596031,Daylight,Fine,Snow,Urban,Evening,15,4,2,Motorcycle,Turning right,Female,36-45,Urban area,Auto traffic signal,Previous accident,,,52.6644906885662,-0.483792866242734
ACC00188,1,23.7556516182806,Daylight,Fine,Dry,Rural,Morning,3,2,1,Van,Turning right,Male,65+,Urban area,Not at junction,,,,51.5428331839037,0.372627109683249
ACC00189,2,62.1074678857381,Daylight,Fine,Snow,Urban,Evening,1,1,1,Motorcycle,Overtaking,Female,36-45,Rural area,Uncontrolled,Parked vehicle,,,51.8695642201016,-0.376381489020448
ACC00190,2,71.4010179494023,Darkness,Fine,Snow,Urban,Night,1,2,3,Car,Turning right,Male,46-55,Urban area,Uncontrolled,Previous accident,,,51.5475914131475,-0.0393050238768708
ACC00191,2,7.99654178190128,Darkness,Fog,Wet,Urban,Night,5,5,1,Motorcycle,Turning right,Female,56-65,Rural area,Uncontrolled,Previous accident,Overturned,,51.1218060441935,-0.515967351525164
ACC00192,2,56.456336762535,Daylight,Rain,Wet,Urban,Night,9,5,1,Car,Turning right,Female,46-55,Rural area,Give way,Parked vehicle,,Central island,52.1226569484613,-0.0495385545814099
ACC00193,2,55.8648809395794,Daylight,Rain,Wet,Urban,Evening,26,2,1,Truck,Turning right,Female,36-45,Urban area,Uncontrolled,Parked vehicle,Overturned,,52.5461110842254,-0.201738564810259
ACC00194,2,26.4921887356181,Daylight,Fine,Wet,Urban,Evening,2,9,3,Motorcycle,Turning right,Male,36-45,Urban area,Uncontrolled,,,,52.166596576164,0.166013434857622
ACC00195,1,52.9232974377634,Darkness - lights unlit,Fine,Dry,Urban,Morning,10,6,3,Motorcycle,Going ahead,Female,36-45,Urban area,Give way,Pedestrian in carriageway,Overturned,,52.5175419088309,-0.0021079609230892
ACC00196,2,34.7540539611719,Darkness - lights unlit,Fine,Wet,Rural,Night,5,2,1,Truck,Turning right,Male,36-45,Rural area,Not at junction,,,Central island,51.507762772484,0.219461718306983
ACC00197,2,81.5859315312794,Darkness,Snow,Wet,Rural,Evening,32,1,1,Truck,Turning right,Male,46-55,Urban area,Uncontrolled,Pedestrian in carriageway,,Central island,51.0144262205419,0.210212923266829
ACC00198,2,59.9800266092525,Daylight,Rain,Wet,Rural,Evening,5,1,1,Van,Slowing or stopping,Female,36-45,Rural area,Auto traffic signal,Previous accident,,Central island,51.835154968433,-0.102454407760175
ACC00199,1,29.9899158025253,Daylight,Fine,Dry,Rural,Morning,1,1,1,Motorcycle,Turning right,Male,46-55,Urban area,Not at junction,,,Other object,51.1555276235762,-0.121944443055417
ACC00200,1,35.6720565598425,Daylight,Rain,Dry,Urban,Morning,6,2,3,Van,Going ahead,Female,26-35,Urban area,Auto traffic signal,Previous accident,Overturned,,51.7691471774256,-0.27140186905235
ACC00201,2,84.6517788711951,Daylight,Rain,Wet,Urban,Evening,12,1,1,Truck,Slowing or stopping,Male,46-55,Rural area,Auto traffic signal,Parked vehicle,,Central island,52.1073806097916,0.465726647808231
ACC00202,3,48.4138371780367,Darkness,Fog,Wet,Urban,Early Morning,32,2,2,Motorcycle,Overtaking,Male,65+,Rural area,Uncontrolled,Previous accident,Skidded,Other object,52.6412771434029,-0.541951033341584
ACC00203,3,65.2891555488925,Darkness,Rain,Icy,Rural,Early Morning,11,1,4,Truck,Overtaking,Female,56-65,Rural area,Not at junction,Pedestrian in carriageway,Skidded,Kerb,52.2380585480269,-0.095770058181265
ACC00204,3,58.6974928617952,Street lights,Snow,Wet,Rural,Night,14,1,4,Truck,Turning right,Female,26-35,Urban area,Give way,Pedestrian in carriageway,Overturned,Other object,52.4143894733943,0.480048804861
ACC00205,1,43.8972734223287,Daylight,Fine,Wet,Urban,Afternoon,1,2,1,Motorcycle,Going ahead,Male,36-45,Rural area,Auto traffic signal,,,,51.2325916725622,0.300969865247822
ACC00206,1,45.4341818544153,Daylight,Fine,Dry,Rural,Evening,1,6,1,Van,Going ahead,Male,26-35,Urban area,Auto traffic signal,,,Other object,51.6362603527854,-0.449916272187594
ACC00207,2,60.8479276927979,Darkness,Rain,Wet,Rural,Night,1,1,1,Motorcycle,Turning right,Female,46-55,Rural area,Uncontrolled,,Skidded,Other object,51.7379298701348,-0.0254815793577107
ACC00208,1,29.4438987117153,Daylight,Fine,Dry,Urban,Morning,8,1,1,Truck,Turning right,Male,36-45,Urban area,Auto traffic signal,Parked vehicle,,,51.545326110452,0.296307625121164
ACC00209,1,26.8700660682376,Daylight,Fine,Dry,Urban,Morning,1,1,1,Van,Turning right,Female,36-45,Urban area,Give way,Parked vehicle,,Kerb,52.1843064005907,-0.232337849434333
ACC00210,3,35.3956557304287,Darkness,Rain,Icy,Rural,Night,20,4,4,Truck,Turning right,Male,56-65,Rural area,Not at junction,Pedestrian in carriageway,Overturned,Kerb,51.1774858803237,0.116379604500712
ACC00211,1,24.9777704628894,Daylight,Fine,Icy,Urban,Afternoon,1,1,1,Van,Slowing or stopping,Female,56-65,Rural area,Auto traffic signal,,,,52.6083962856272,0.397081198678852
ACC00212,2,13.8682864505645,Street lights,Rain,Snow,Rural,Night,23,1,2,Motorcycle,Slowing or stopping,Male,46-55,Urban area,Uncontrolled,,,Central island,51.2866679585047,-0.223280188140588
ACC00213,3,104.776657897696,Darkness - lights unlit,Rain,Wet,Rural,Night,13,5,2,Motorcycle,Overtaking,Female,56-65,Rural area,Not at junction,Parked vehicle,Skidded,Kerb,52.0527134746507,0.445065818553868
ACC00214,2,19.0469079542551,Daylight,Fine,Wet,Rural,Night,17,1,6,Motorcycle,Turning right,Female,46-55,Rural area,Give way,Previous accident,Skidded,Central island,51.5477288661015,0.0099007506533032
ACC00215,2,50.5157885966843,Street lights,Fine,Wet,Urban,Night,5,3,2,Car,Turning right,Female,46-55,Rural area,Auto traffic signal,,Skidded,Central island,52.5900818783747,0.0686676082609103
ACC00216,1,60.5696759309961,Daylight,Fine,Dry,Urban,Afternoon,2,1,3,Van,Overtaking,Female,36-45,Urban area,Give way,Parked vehicle,,Other object,52.1036575135973,-0.523633772979297
ACC00217,2,46.5767377040408,Daylight,Rain,Snow,Rural,Evening,13,2,1,Car,Slowing or stopping,Male,46-55,Rural area,Uncontrolled,Pedestrian in carriageway,,,52.0361845292269,0.451392917491812
ACC00218,3,59.8672431485823,Darkness - lights unlit,Snow,Wet,Rural,Early Morning,18,4,2,Truck,Turning right,Female,56-65,Rural area,Uncontrolled,Pedestrian in carriageway,Skidded,Kerb,51.4845054945487,0.302416365283837
ACC00219,2,28.438181268487,Daylight,Rain,Dry,Urban,Night,6,1,2,Van,Slowing or stopping,Female,36-45,Rural area,Uncontrolled,Parked vehicle,,,51.4503825065781,0.0306560844133255
ACC00220,1,98.882320179652,Daylight,Fine,Wet,Urban,Morning,11,1,1,Van,Turning right,Male,26-35,Urban area,Auto traffic signal,Parked vehicle,,,52.1832506543475,-0.416253901308955
ACC00221,2,79.4789180284471,Daylight,Rain,Wet,Rural,Evening,8,2,1,Truck,Slowing or stopping,Female,36-45,Rural area,Uncontrolled,Previous accident,,Central island,51.7961116109199,-0.180319535873658
ACC00222,1,46.0694291341168,Daylight,Fine,Dry,Urban,Afternoon,7,5,1,Van,Overtaking,Female,26-35,Rural area,Give way,,,,51.6752120003514,-0.474494636623273
ACC00223,1,23.2325563443143,Daylight,Mist,Dry,Urban,Morning,19,2,1,Motorcycle,Turning right,Male,26-35,Urban area,Auto traffic signal,Pedestrian in carriageway,,,51.1450906904894,0.139862330047639
ACC00224,2,12.5997696036452,Darkness,Snow,Wet,Urban,Night,15,3,1,Van,Turning right,Male,46-55,Urban area,Auto traffic signal,Parked vehicle,,Other object,51.3318294842691,-0.553149950632656
ACC00225,2,27.6042550590785,Daylight,Rain,Wet,Rural,Night,1,3,4,Car,Turning right,Male,36-45,Rural area,Uncontrolled,Parked vehicle,Skidded,Central island,51.9528648479326,-0.170875465222674
ACC00226,2,64.2061665988757,Darkness,Rain,Wet,Rural,Night,1,4,2,Motorcycle,Slowing or stopping,Female,36-45,Urban area,Give way,Parked vehicle,Skidded,,52.3161238359144,-0.438126528939904
ACC00227,1,86.2582125952175,Street lights,Fine,Dry,Urban,Afternoon,29,1,1,Van,Turning right,Male,26-35,Urban area,Auto traffic signal,,,,52.0729356641954,0.339823602706537
ACC00228,1,27.6240198505567,Daylight,Fine,Dry,Urban,Afternoon,7,3,3,Motorcycle,Turning right,Female,36-45,Urban area,Auto traffic signal,,,,52.3528475380414,-0.554269855044569
ACC00229,2,53.9695307219879,Daylight,Fog,Dry,Rural,Night,12,1,4,Motorcycle,Slowing or stopping,Male,36-45,Rural area,Give way,Parked vehicle,Skidded,Kerb,51.8016904133602,0.0162118096576566
ACC00230,1,47.9697487738859,Street lights,Mist,Dry,Urban,Morning,1,1,3,Van,Turning right,Female,36-45,Urban area,Auto traffic signal,,,,52.0967937436961,0.204748473930865
ACC00231,2,34.1503932976318,Darkness,Fog,Wet,Urban,Evening,1,2,3,Motorcycle,Turning right,Male,36-45,Rural area,Uncontrolled,Parked vehicle,,,51.0644588049252,-0.591532416749816
ACC00232,1,49.9814470570773,Daylight,Fine,Dry,Urban,Afternoon,1,4,3,Motorcycle,Going ahead,Male,36-45,Urban area,Uncontrolled,,,,51.8878135420932,-0.377961202664757
ACC00233,3,80.6027971216516,Darkness,Snow,Wet,Urban,Early Morning,7,4,4,Bus,Overtaking,Male,46-55,Rural area,Uncontrolled,Previous accident,Overturned,Kerb,51.7621340038968,0.271577202995799
ACC00234,2,48.3361779176776,Darkness,Mist,Dry,Urban,Evening,15,2,1,Car,Turning right,Male,46-55,Rural area,Auto traffic signal,Pedestrian in carriageway,Overturned,Central island,52.1381475801362,0.0647976224573252
ACC00235,3,51.7478285130417,Darkness,Fog,Wet,Rural,Afternoon,30,4,4,Bus,Overtaking,Female,46-55,Urban area,Uncontrolled,Previous accident,Overturned,Other object,52.3012750732647,0.146150939583821
ACC00236,1,54.3422018973382,Daylight,Fine,Dry,Urban,Morning,4,2,5,Car,Turning right,Male,26-35,Urban area,Give way,,,,52.2148130685901,0.499355098347733
ACC00237,1,43.780881084576,Daylight,Fine,Dry,Urban,Afternoon,13,4,1,Car,Slowing or stopping,Female,26-35,Urban area,Give way,,Overturned,Kerb,52.2341246540794,-0.566282247573613
ACC00238,2,59.1151297252325,Daylight,Rain,Dry,Rural,Night,6,1,2,Truck,Slowing or stopping,Male,65+,Urban area,Auto traffic signal,,Skidded,,52.3355230471191,0.150968355253421
